*txt_1112;0;0;1;0;0;14
*txt_1018;0;2;0;0;1;0
*txt_1297;2;0;2;4;0;0
*txt_1117;1;0;0;0;1;0
*txt_1014;0;2;0;2;5;0
*txt_1118;0;0;1;0;1;8
*txt_1016;0;1;0;1;0;0
*txt_1242;0;0;0;1;0;0
*txt_1055;0;1;0;1;0;0
*txt_1011;0;7;2;3;2;2
*txt_1051;0;2;0;0;1;0
*txt_1078;4;0;0;0;0;0
*txt_1033;0;1;0;1;0;0
*txt_1056;3;0;1;0;0;0
*txt_1031;0;0;0;1;0;0
*txt_1073;0;1;1;1;0;0
*txt_1076;2;0;1;0;0;0
*txt_1217;0;0;0;2;0;0
*txt_1107;0;3;0;1;0;0
*txt_1044;0;0;0;2;0;0
*txt_1077;0;0;3;4;0;0
*txt_1083;0;0;0;0;0;0
*txt_1119;0;1;2;0;0;0
*gr_01;35;28;38;41;33;30
*txt_1312;0;0;0;2;0;0
*txt_1161;1;0;0;1;1;0
*txt_1162;0;0;2;0;1;0
*txt_1084;0;0;0;0;0;0
*txt_1160;3;0;0;0;0;0
*txt_1125;0;0;1;0;1;1
*txt_1102;0;1;0;2;0;2
*txt_1085;1;0;0;0;0;0
*txt_1003;0;0;2;0;0;0
*txt_1262;7;0;0;2;1;0
*txt_1265;0;5;0;0;0;0
*txt_1069;0;0;0;2;1;0
*txt_1244;1;0;0;1;0;1
*txt_1027;0;0;0;0;1;0
*txt_1246;0;1;0;0;0;0
*txt_1021;8;0;0;0;0;0
*txt_1023;0;0;3;0;2;0
*txt_1147;0;0;6;0;4;0
*txt_1046;0;0;8;0;0;0
*txt_1063;0;0;0;0;0;0
*txt_1181;0;0;0;1;1;1
*txt_1221;0;0;0;1;0;0
*txt_1096;0;0;2;0;0;0
*txt_1170;2;0;0;0;0;0
*txt_1090;0;0;0;4;1;1
*txt_1253;0;0;0;1;8;0
