de;6180;pre
a;3186;pre
o;2757;art_def
em;2650;pre
que;2105;pro_rel
e;2008;conj
ser;1660;ver_sup
para;924;pre
um;917;art_def
por;819;pre
com;780;pre
não;725;adv
uma;717;art_def
ir;640;ver_sup
ter;633;ver_sup
se;485;pro_per
estar;453;ver_sup
como;372;adv
mais;367;adv
ele;361;pro_per
_;336;nr
fazer;317;ver_sup
mas;313;conj
ao;282;adv
ano;275;nom
poder;257;ver_sup
dizer;237;ver
sua;223;pro_pos
eu;222;pro_per
outro;206;pro_ind
isso;195;pro_ind
seu;192;pro_pos
todo;188;pro_ind
ela;185;pro_per
haver;183;ver_sup
pessoa;182;nom_sup
muito;178;adv
ou;169;conj
também;164;adv
já;154;adv
novo;142;adj
brasil;142;nom
esse;139;pro_dem
você;138;pro_per
sobre;137;pre
mesmo;131;adj
quando;129;adv
ver;127;ver_sup
dia;122;nom
até;121;adv
família;116;nom
dar;110;ver
essa;107;pro_dem
ficar;105;ver
ainda;103;adv
segundo;99;adj_num
samba;98;nom
dois;97;adj_num
país;96;nom
vida;94;nom
passar;94;ver
onde;93;pro_int
querer;91;ver
primeiro;91;adj_num
estado;91;nom_sup
entre;91;pre
vez;89;nom
porque;89;adv
grande;88;adj
empresa;88;nom
tudo;86;adv
algum;86;pro_ind
contar;85;ver
sem;83;pre
filho;83;nom
polícia;82;nom
bem;82;adv
me;81;pro_per
conseguir;80;ver
casa;79;nom
tempo;78;nom_sup
minha;78;pro_pos
coisa;77;nom
hoje;76;adv
meu;75;pro_pos
bom;75;adj
gente;74;nom
sempre;73;adv
falar;73;ver
depois;73;adv
trabalho;71;nom
só;71;adj
saber;71;ver
parte;71;nom_sup
mundo;70;nom
história;69;nom
chegar;69;ver
além;68;adv
quem;67;pro_ind
levar;67;ver
encontrar;67;ver
dever;67;ver_sup
acontecer;67;ver
achar;67;ver
momento;66;nom
deixar;65;ver
público;64;adj
afirmar;64;ver
qual;63;pro_ind
precisar;63;ver
local;63;nom
mulher;62;nom
então;60;adv
começar;60;ver
cidade;60;nom
viver;59;ver
projeto;59;nom
meio;59;nom
paulo;58;nom
possível;57;adj
nunca;56;adv
melhor;56;adj
assim;56;adv
vir;55;ver
forma;55;nom
escola;55;nom
contra;55;pre
mostrar;54;ver
grupo;54;nom
existir;54;ver
bbc;54;nr
voltar;53;ver
caso;53;nom
próprio;52;adj
muita;52;pro_ind
jornal;52;nom
governo;52;nom
tentar;51;ver_sup
sair;51;ver
rede;51;nom
pai;51;nom
maior;51;adj
último;50;adj
problema;50;nom
nosso;50;pro_pos
após;50;pre
três;49;adj_num
rio;49;nom
violência;48;nom
social;48;adj
apenas;48;adv
pouco;47;pro_ind
globo;47;nom
antes;47;adv
tipo;46;nom_sup
receber;46;ver
g1;46;nr
exemplo;46;nom
desde;46;pre
criar;46;ver
trabalhar;45;ver
policial;45;adj
menos;45;adv
brasileiro;45;adj
acabar;45;ver
vítima;44;nom
qualquer;44;pro_ind
entrar;44;ver
diferente;44;adj
carne;44;nom
arte;44;nom
sistema;43;nom
região;43;nom
mês;43;nom
seguir;42;ver
longo;42;adj
aí;42;adv
rua;41;nom
jovem;41;adj
criança;41;nom
cada;41;pro_ind
questão;40;nom
nós;40;pro_per
nossa;40;pro_pos
mudar;40;ver
durante;40;pre
algo;40;adv
usar;39;ver
santo;39;adj
morrer;39;ver
lá;39;adv
este;39;pro_dem
direito;39;nom
crime;39;nom
tanto;38;pro_ind
segurança;38;nom
quase;38;adv
ponto;38;nom
política;38;nom
pequeno;38;adj
mil;38;adj_num
importante;38;adj
ideia;38;nom
hora;38;nom_sup
1;38;num
ocorrer;37;ver
nem;37;conj
morto;37;adj
maneira;37;nom
lugar;37;nom
filme;37;nom
bloco;37;nom
blockchain;37;nr
nacional;36;adj
movimento;36;nom
lado;36;nom
homem;36;nom
alguma;36;pro_ind
20;36;num
área;35;nom
relação;35;nom
rcifrão;35;nr
cercar;35;ver
ataque;35;nom
apresentar;35;ver
único;34;adj
situação;34;nom
próximo;34;adj
porcento;34;nr
passado;34;adj
conhecer;34;ver
cinema;34;nom
time;33;nom
quanto;33;pro_ind
morte;33;nom
mercado;33;nom
tornar;32;ver
nome;32;nom
nada;32;nom
livro;32;nom
investigação;32;nom
fato;32;nom
entender;32;ver
5;32;num
sofrer;31;ver
sim;31;adv
partir;31;ver
ouvir;31;ver
dez;31;adj_num
civil;31;adj
centro;31;nom
vário;30;pro_ind
viagem;30;nom
tomar;30;ver
programa;30;nom
político;30;adj
permitir;30;ver
noite;30;nom
menina;30;nom
futebol;30;nom
escrever;30;ver
bitcoin;30;nr
bairro;30;nom
avenida;30;nom
aqui;30;adv
aquele;30;pro_dem
acreditar;30;ver
acordo;30;nom
vídeo;29;nom
terrorista;29;nom
serviço;29;nom
processo;29;nom
pensar;29;ver
parecer;29;ver
obra;29;nom
nenhum;29;pro_ind
mãe;29;nom
imagem;29;nom
corpo;29;nom
considerar;29;ver
condição;29;nom
agora;29;adv
york;28;nom
verdade;28;nom
valer;28;ver
uso;28;nom
uscifrão;28;nr
tão;28;adv
psicopata;28;nom
produto;28;nom
preso;28;adj
pois;28;conj
federal;28;adj
diretor;28;nom
dentro;28;adv
continuar;28;ver
amigo;28;nom
ali;28;adv
3;28;num
reforma;27;nom
realizar;27;ver
piloto;27;nom
neto;27;nom
matar;27;ver
marca;27;nom
justiça;27;nom
jornalismo;27;nom
ganhar;27;ver
equipa;27;nom
capital;27;nom
ajudar;27;ver
vender;26;ver
tirar;26;ver
tecnologia;26;nom
prédio;26;nom
presidente;26;nom
perder;26;ver
morar;26;ver
milhão;26;nom
difícil;26;adj
certo;26;adj
casal;26;nom
cair;26;ver
ação;26;nom
autor;26;nom
alto;26;adj
época;25;nom
voo;25;nom
série;25;nom
quarto;25;nom
principal;25;adj
participar;25;ver
jogo;25;nom
francês;25;adj
entrevista;25;nom
birri;25;nr
procurar;24;ver
pedir;24;ver
pagar;24;ver
oferecer;24;ver
manter;24;ver
evento;24;nom
colocar;24;ver
chamar;24;ver
atentado;24;nom
artista;24;nom
antonio;24;nom
10;24;num
usado;23;adj
tv;23;nr
sul;23;nom
quatro;23;adj_num
mínimo;23;adj
maioria;23;nom_sup
jogador;23;nom
início;23;nom
humano;23;adj
getúlio;23;nom
fim;23;nom_sup
econômico;23;adj
droga;23;nom
discussão;23;nom
conhecido;23;adj
causa;23;nom
camus;23;nom
branco;23;adj
banco;23;nom
atual;23;adj
ambiente;23;nom
30;23;num
volta;22;nom
semana;22;nom
renata;22;nom
registrar;22;ver
produzir;22;ver
pro;22;pre
mão;22;nom
mudança;22;nom
lembrar;22;ver
isabella;22;nr
incluir;22;ver
esperar;22;ver
enquanto;22;conj
diverso;22;adj
dado;22;nom
carnaval;22;nom
atrás;22;adv
2017;22;num
velho;21;adj
unido;21;adj
trazer;21;ver
show;21;nom
preciso;21;adj
possibilidade;21;nom
pedido;21;nom
organizar;21;ver
olhar;21;ver
ocupação;21;nom
novela;21;nom
música;21;nom
internet;21;nom
guerra;21;nom
geral;21;adj
fossar;21;ver
explicar;21;ver
aquela;21;pre
15;21;num
talvez;20;adv
sentir;20;ver
sentido;20;nom
personagem;20;nom
perceber;20;ver
operação;20;nom
número;20;nom
norte;20;nom
minuto;20;nom
ministério;20;nom
mim;20;pro_per
medida;20;nom
logo;20;adv
junto;20;adj
itália;20;nom
informação;20;nom
imóvel;20;adj
gostar;20;ver
faixa;20;nom
evitar;20;ver
estudar;20;ver
espaço;20;nom
cultura;20;nom
cliente;20;nom
bater;20;ver
antigo;20;adj
andar;20;nom
advogado;20;nom
2;20;num
valor;19;nom
torcer;19;ver
risco;19;nom
ratton;19;nr
porém;19;conj
população;19;nom
pegar;19;ver
nascer;19;ver
londres;19;nom
lei;19;nom
jornalista;19;nom
janeiro;19;nom
final;19;nom
discurso;19;nom
dificuldade;19;nom
descobrir;19;ver
comprar;19;ver
chamado;19;adj
carreira;19;nom
capacidade;19;nom
caminho;19;nom
belo;19;adj
baixo;19;adj
agente;19;nom
2016;19;num
2015;19;num
the;18;nr
tarde;18;nom
sob;18;pre
si;18;pro_per
servidor;18;nom
saúde;18;nom
restaurante;18;adj
real;18;adj
previdência;18;nom
perto;18;adv
médico;18;nom
mineiro;18;adj
maílson;18;nom
ler;18;ver
italiano;18;adj
irmão;18;nom
identificar;18;ver
força;18;nom
especial;18;adj
dinheiro;18;nom
construir;18;ver
compromisso;18;nom
cinco;18;adj_num
bunuel;18;nr
atuar;18;ver
através;18;adv
atividade;18;nom
aquilo;18;pro_ind
abaixo;18;adv
vizinho;17;adj
tributário;17;adj
transformar;17;ver
transação;17;nom
tentativa;17;nom
sonho;17;nom
sociedade;17;nom
seguro;17;adj
seguinte;17;adj
salário;17;nom
produção;17;nom
prisão;17;nom
pesquisa;17;nom
parar;17;ver
ninguém;17;pro_ind
município;17;nom
medo;17;nom
março;17;nom
informar;17;ver
helicóptero;17;nom
fundo;17;nom
funcionário;17;nom
frança;17;nom
famoso;17;adj
estrada;17;nom
entanto;17;adv
diante;17;adv
crescimento;17;nom
comer;17;ver
acompanhar;17;ver
22;17;num
2012;17;num
12;17;num
vista;16;nom
universidade;16;nom
terceiro;16;nom
taxa;16;nom
solução;16;nom
reunir;16;ver
proposta;16;nom
padrão;16;nom
oficial;16;adj
noivo;16;nom
motivo;16;nom
mal;16;adv
livre;16;adj
lincoln;16;nom
lidar;16;ver
jogar;16;ver
garantir;16;ver
fundamental;16;adj
funcionar;16;ver
forte;16;adj
euro;16;nom
espécie;16;nom
comunidade;16;nom
claro;16;adj
campo;16;nom
cabeça;16;nom
avô;16;nom
aprender;16;ver
apontar;16;ver
aparecer;16;ver
alexandra;16;nom
acidente;16;nom
aberto;16;adj
50;16;num
utilizar;15;ver
trauma;15;nom
tender;15;ver
superior;15;adj
silva;15;nom
revelar;15;ver
resultado;15;nom
responder;15;ver
prefeito;15;nom
pessoal;15;adj
papel;15;nom
novembro;15;nom
nota;15;nom
moto;15;nom
moderno;15;adj
militar;15;adj
ligar;15;ver
inclusive;15;adv
futuro;15;adj
função;15;nom
especialista;15;nom
envolver;15;ver
década;15;nom
divulgar;15;ver
depender;15;ver
decidir;15;ver
cultural;15;adj
criação;15;nom
criatividade;15;nom
controlo;15;nom
conteúdo;15;nom
busca;15;nom
ator;15;nom
alegar;15;ver
11;15;num
índio;14;nom
virar;14;ver
up;14;nr
torcido;14;adj
teatro;14;nom
sucesso;14;nom
stand;14;nom
servir;14;ver
sentar;14;ver
roberto;14;nom
recurso;14;nom
razão;14;nom
qualidade;14;nom
prêmio;14;nom
presente;14;nom
período;14;nom
permanecer;14;ver
papelão;14;nom
palavra;14;nom
operar;14;ver
negro;14;adj
manifestar;14;ver
loja;14;nom
legal;14;adj
imprensa;14;nom
hotel;14;nom
governador;14;nom
gosto;14;nom
frente;14;nom
foto;14;nom
estúdio;14;nom
entregar;14;ver
embora;14;adv
dor;14;nom
determinado;14;adj
defender;14;ver
dedicar;14;ver
dan;14;nr
correto;14;adj
correr;14;ver
conversar;14;ver
contrário;14;adj
construção;14;nom
começo;14;nom
carro;14;nom
carlos;14;nom
buscar;14;ver
bonito;14;adj
análise;14;nom
alimento;14;nom
7;14;num
14;14;num
verde;13;adj
vargas;13;nom
tocar;13;ver
telejornal;13;nom
stulbach;13;nr
sp;13;nr
setor;13;nom
rádio;13;nom
responsável;13;adj
reportagem;13;nom
relatar;13;ver
redação;13;nom
recente;13;adj
questionar;13;ver
profissional;13;adj 
professor;13;nom
principalmente;13;adv
peça;13;nom
pacto;13;nom
olho;13;nom
nível;13;nom
notícia;13;nom
museu;13;nom
lançar;13;ver
internacional;13;adj
ideal;13;adj
idade;13;nom
homicídio;13;nom
histórico;13;adj
habitante;13;nom
fóssil;13;nom
familiar;13;adj
falta;13;nom
exigir;13;ver
estudo;13;nom
estudante;13;nom
energia;13;nom
distrito;13;nom
discutir;13;ver
delegado;13;nom
custo;13;nom
curso;13;nom
conselho;13;nom
confirmar;13;ver
companhia;13;nom
clássico;13;adj
cenário;13;nom
central;13;adj
canal;13;nom
bruno;13;nom
broadcast;13;nom
autoridade;13;nom
aprovar;13;ver
alexandre;13;nom
4;13;num
zona;12;nom
visual;12;adj
utilização;12;nom
usuário;12;nom
turista;12;nom
tso;12;nr
trocar;12;ver
tratar;12;ver
televisão;12;nom
tal;12;pro_ind
superar;12;ver
sala;12;nom
rússia;12;nom
russo;12;adj
respeito;12;nom
regra;12;nom
regime;12;nom
queda;12;nom
quantidade;12;nom
proteção;12;nom
prioridade;12;nom
plano;12;nom
pernambuco;12;nom
otto;12;nom
origem;12;nom
org;12;nr
observar;12;ver
objectivo;12;nom
necessário;12;adj
nardoni;12;nr
mídia;12;nom
mudo;12;adj
menino;12;nom
marido;12;nom
mariana;12;nom
manhattan;12;nom
mandar;12;ver
luta;12;nom
literatura;12;nom
km;12;nr
joão;12;nom
investimento;12;nom
imaginar;12;ver
gênero;12;nom
graça;12;nom
geração;12;nom
gerar;12;ver
financeiro;12;adj
figura;12;nom
fechado;12;adj
fantasia;12;nom
experiência;12;nom
esta;12;pro_dem
equipamento;12;nom
enfrentar;12;ver
empatia;12;nom
economia;12;nom
desenvolvimento;12;nom
crédito;12;nom
crescer;12;ver
condenar;12;ver
comunicado;12;nom
compra;12;nom
clube;12;nom
característica;12;nom
cara;12;nom
cantor;12;nom
cantar;12;ver
bridge;12;nr
bitcoins;12;nr
aumentar;12;ver
apresentador;12;nom
apesar;12;ono
anunciar;12;ver
aluguel;12;nom
ajuda;12;nom
aeronave;12;nom
8;12;num
24;12;num
23;12;num
21;12;num
100;12;num
água;11;nom
violento;11;adj
vilarejo;11;nom
via;11;nom
veículo;11;nom
transporte;11;nom
tragédia;11;nom
texto;11;nom
testemunha;11;nom
tela;11;nom
século;11;nom
sábado;11;nom
subir;11;ver
sozinho;11;adj
sete;11;adj_num
seis;11;adj_num
seguida;11;nom
romance;11;nom
resolver;11;ver
repórter;11;nom
representar;11;ver
referência;11;nom
realmente;11;adv
provocar;11;ver
programação;11;nom
processamento;11;nom
preparar;11;ver
preconceito;11;nom
porto;11;nom
popular;11;adj
plataforma;11;nom
pena;11;nom
parque;11;nom
oito;11;adj_num
ocupar;11;ver
normal;11;adj
morador;11;nom
metrô;11;nom
metro;11;nom
mecanismo;11;nom
massa;11;nom
manifestação;11;nom
london;11;nr
localizar;11;ver
lago;11;nom
lacovara;11;nr
impacto;11;nom
grave;11;adj
físico;11;adj
fácil;11;adj
festa;11;nom
fator;11;nom
extremamente;11;adv
estrangeiro;11;adj
estadual;11;adj
escritor;11;nom
enorme;11;adj
enigma;11;nom
emoção;11;nom
elemento;11;nom
decisão;11;nom
david;11;nom
dano;11;nom
criativo;11;adj
