de;5662;pre
o;2995;art_def
a;2735;art_def
que;2006;pro_rel
em;1959;pre
e;1579;conj
ser;1205;ver_sup
para;833;pre
um;785;art_def
ir;732;ver_sup
não;680;adv
com;622;pre
por;608;pre
uma;567;art_def
estar;503;ver_sup
ter;483;ver_sup
se;476;pro_per
dizer;433;ver
poder;320;ver_sup
ele;307;pro_per
lula;283;nom
ao;283;adv
mais;270;adv
fazer;260;ver_sup
presidente;229;nom
michel_temer;203;nr
país;196;nom
seu;189;pro_pos
eua;176;nr
como;173;adv
também;170;adv
ministro;162;nom
todo;156;pro_ind
sua;154;pro_pos
já;140;adv
nuclear;138;adj
norte;136;nom
haver;129;ver_sup
brasil;128;nom
governo;127;nom
ou;124;conj
trump;121;nr
coreia;118;nr
sérgio_moro;113;nr
outro;113;pro_ind
ano;113;nom
rcifrão;112;nr
míssil;110;nom
dilma;109;nr
sobre;107;pre
kim;107;nom
público;106;adj
eu;106;pro_per
durante;106;pre
federal;104;adj
senador;103;nom
acordo;102;nom
deputado;100;nom
contra;100;pre
até;100;adv
ainda;99;adv
receber;98;ver
político;97;adj
milhão;96;nom
ex_presidente;96;nr
ataque;96;nom
esse;95;pro_dem
querer;93;ver
juiz;93;nom
delação;93;nom
coréia;92;nom
lava_jato;91;nr
pedir;90;ver
mesmo;90;adj
hoje;90;adv
dia;88;nom
pf;86;nr
dar;86;ver
petista;85;adj
stf;84;nr
mas;83;conj
último;82;adj
isso;82;pro_ind
pessoa;81;nom_sup
estado;81;nom_sup
brasileiro;81;adj
joesley;80;nr
defesa;80;nom
aécio;80;nom
militar;79;adj
caso;78;nom
falar;77;ver
pt;76;nr
dinheiro;76;nom
vez;75;nom
saber;74;ver
propina;71;nom
após;71;pre
ver;70;ver_sup
você;69;pro_per
entre;69;pre
china;69;nom
vídeo;68;nom
tudo;68;adv
só;68;adj
mundo;68;nom
justiça;68;nom
declarar;68;ver
muito;67;adv
guerra;67;nom
parte;66;nom_sup
essa;66;pro_dem
dever;65;ver
afirmar;65;ver
mil;64;adj_num
ficar;64;ver
segundo;63;adj_num
novo;63;adj
operação;62;nom
empresa;62;nom
informação;61;nom
informar;61;ver
corrupção;61;nom
americano;61;adj
grupo;60;nom
chegar;60;ver
jbs;59;nr
cunha;59;nom
arma;59;nom
quem;58;pro_ind
crime;56;nom
algum;56;pro_ind
tentar;55;ver_sup
prisão;55;nom
odebrecht;55;nom
advogado;55;nom
porque;54;adv
ministério;54;nom
sul;53;nom
polícia;53;nom
passar;53;ver
maior;53;adj
dois;53;adj_num
usar;52;ver
publicar;52;ver
força;52;nom
chamar;52;ver
ação;52;nom
quando;51;adv
ela;51;pro_per
contar;51;ver
1;51;num
próximo;50;adj
preso;50;adj
política;50;nom
continuar;50;ver
semana;49;nom
rússia;49;nom
rede;49;nom
jornalista;49;nom
divulgar;49;ver
coisa;49;nom
