"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"estar";-0,217519624598461;0,476593981873163;-0,316619157964553;0,618093527026555;-0,539559537287869;-0,212493217395317;0,465580927635486;-0,309302775274099;0,60381072490147;-0,527091485498266;0,106983074935032;0,308424518412978;0,112461331642602;0,330650479470841;0,141480595538552;0,000587786778535193;0,00282175972806271;0,00124536685230867;0,00474603912182911;0,00361660992652191;0,0124228980989302;0,434209600318331;0,00234218807615634
"dizer";-0,0114266494799136;-0,0865846368610647;-0,389877198158736;0,0807719940239136;-0,253593938746374;-0,0238021264277887;-0,180358947466971;-0,81212838270737;0,168251001044649;-0,528245397040719;0,00135488388352293;0,046717494899867;0,78258333458759;0,0259136420085571;0,143430644620471;1,74379839778123e-06;0,000100124449978196;0,00203008459851347;8,7132479465857e-05;0,000858887341077787;0,0133554480902708;0,202687227168409;0,00054867001501887
"presidente";-0,196062127736706;0,204428718532367;-0,396374942067508;-0,664380721592242;-0,00369793829834095;-0,23797733680717;0,248132582079121;-0,481114094696536;-0,806415581508286;-0,00448850330288271;0,123822030536665;0,0808402992033483;0,25109238286203;0,544235820018889;9,46737905297653e-06;0,00033158988797926;0,000360493690261631;0,00135527128968488;0,00380757002434182;1,17959568745894e-07;0,00862608741990062;0,363792101110382;0,00114161688991412
"lula";0,914384165908563;-0,204315122640288;1,09840779531807;0,0693148498242595;-0,366807348704904;0,613184394192656;-0,137013357592537;0,736590312540421;0,0464824149221911;-0,245980355179863;0,560941681298644;0,0168187976042765;0,401604145496104;0,00123383041267448;0,0194015451882937;0,00553589526429208;0,000276395836320683;0,00798836102145267;3,18114191793739e-05;0,000890853984503269;0,00662110493851831;0,797128534192252;0,00420714211144869
"michel_temer";0,682127131216768;0,385608181368184;-0,785634453047195;-0,843967474387477;-0,0200548726607725;0,489247735052799;0,276572974037387;-0,56348715531539;-0,605325835032779;-0,0143841236875495;0,410476546869524;0,0787741600472218;0,270152753484157;0,240520279482608;7,62601164655108e-05;0,00238342271422813;0,000761663082176185;0,00316163308649771;0,00364856296861728;2,06020408530973e-06;0,00512236388100662;0,695151819991873;0,00247531090305765
"afirmar";-0,0554897941151187;-0,315434383631068;-0,19236311420517;-0,441350399652771;0,0612672879462435;-0,095427648235988;-0,542463021942984;-0,330813258342018;-0,759004991071002;0,105363396922645;0,0196676250210324;0,381660624405464;0,117268115903846;0,476250364032429;0,00515327063722935;1,85412386585148e-05;0,000599143124712226;0,000222820998407117;0,00117295017816627;2,2603194898607e-05;0,00602160851551364;0,258342387125176;0,000401886903287391
"ano";0,137732505235627;0,398808871516626;0,399203441297126;0,306113010064604;-0,288894012374003;0,192010019379268;0,555971148695288;0,556521210215411;0,42674577721648;-0,402741130857891;0,0766917061365465;0,38613460796257;0,319650004305364;0,145004560350151;0,0725191212453696;8,97171211443869e-05;0,000752197796252874;0,000753686937345045;0,000443165568927946;0,00039471126103234;0,00472936067037022;0,324728765705776;0,000498705271615348
"governo";-0,159471463291753;0,889214076684479;-0,665383822387147;-0,888988527599559;0,0699482918636076;-0,111269522501721;0,620439692921584;-0,46426450644613;-0,620282318439267;0,0488056789272413;0,0248474718161928;0,4639407363035;0,214620587573264;0,295563731300642;0,00102747300640197;0,000142125500180531;0,0044189461161414;0,00247428956002498;0,0044167046697364;2,73438885040564e-05;0,00558863887667692;0,660541929130557;0,00243841054898588
"país";-0,925198648328035;0,227299142562885;-0,220107332484026;0,535084637473583;0,517006919611793;-0,75298669606782;0,184990791638934;-0,179137629920838;0,435486599570804;0,420773779713366;0,793982291373371;0,0287786245162703;0,0222956693134042;0,101654914951846;0,0532884998451081;0,0046812002878292;0,000282541885298113;0,00026494532755595;0,00156578528944123;0,00146177306525609;0,00546873959207599;0,677935062536106;0,00251341056274063
"público";0,7029355361778;0,108207729553581;0,588133905575373;0,405806432039013;0,33352601902515;0,661955612965912;0,101899406500019;0,553846718417587;0,38214862052151;0,314082030287383;0,650402472575354;0,00925553133533543;0,225898982837649;0,0829720112458692;0,0314710020057936;0,00194190105066895;4,60164029797183e-05;0,00135940396482642;0,000647193208156469;0,000437175220590645;0,00393003210636399;0,569092578323803;0,00127280520359503
"ministro";0,524107439392713;0,418309774026898;0,626650326363804;-0,448089161455485;-0,565128395242347;0,449003234991598;0,358366296010438;0,536851802889713;-0,383878319474552;-0,484145918522812;0,38145850574957;0,145927210271082;0,270562654578123;0,106727936458397;0,0953236929428274;0,000783120340483757;0,000498865970557224;0,00111953685767713;0,000572422550062884;0,000910504537060426;0,00285093854495557;0,554057945412707;0,000875181704318232
"federal";0,987797045659434;-0,417984263687033;0,779707708614823;-0,392023395373606;0,00523038792716589;0,714350827988224;-0,302276065881073;0,563865674315687;-0,283501796554716;0,0037824894930479;0,67707119689631;0,0728035166282894;0,209301916600519;0,0408192898140286;4,08006085401019e-06;0,00356822208594124;0,000638905011355828;0,00222320795111763;0,000562005289181205;1,000424301579e-07;0,00365692818032852;0,783806874053491;0,00224664558758386
"ex_presidente";0,983677645950794;-0,557222408059719;1,31726576618479;-0,233801914382268;-0,263807515268252;0,555336746051419;-0,314580777750336;0,743664438537604;-0,131993234661892;-0,148932943343829;0,471809195807074;0,0909183495633779;0,419776636859548;0,0102023331800807;0,00729348458992063;0,00355141389792545;0,00113960102471373;0,00636857835030627;0,000200628123562981;0,000255428887845655;0,00367025032306196;0,935035534995597;0,00320886848306876
"brasil";0,156774385169645;1,15112004346556;-0,539420218575522;1,2196827458568;0,326134298250999;0,0871692919685205;0,640042817269452;-0,299927047877444;0,678164875387717;0,18133635692098;0,0157858559574148;0,511084554182603;0,092722049108975;0,365724675353065;0,0146828653979423;8,80798517297616e-05;0,00474862193559987;0,00104275145309899;0,00533114043064451;0,000381170525469748;0,00358365639529462;0,81470344541152;0,00237862220223936
"lava_jato";1,02038912691155;-0,751308694818058;0,541903777109851;0,247949072059827;0,121663812488149;0,725966190614588;-0,534526188850663;0,385542936878235;0,176405881405769;0,086558953009429;0,670620269340031;0,2183310292627;0,0938426025871471;0,0151569767903503;0,00204912201977269;0,00329434698787465;0,00178597150781262;0,000929141915669594;0,000194519287860073;4,68339231901663e-05;0,00316400889919135;0,813553277177776;0,00209415919982669
"dia";-0,0235917152559935;0,381401105066079;0,554777135077295;0,0242324741036628;-0,813134896262376;-0,0223362271240859;0,361103956015619;0,525253376360078;0,0229428864957344;-0,769862026917365;0,00145336677494093;0,228114917694766;0,398752992545809;0,000586940781971586;0,371091782202512;1,83513628030013e-06;0,000479637554175059;0,0010148138660476;1,93617585619028e-06;0,0021800903105539;0,00329723032652572;0,404045634198721;0,000538282328743509
"caso";0,413505846173348;0,234539678619194;1,25646223637181;-0,0399371169268227;0,00651755312151395;0,30766848751078;0,174508943101571;0,934869094249441;-0,0297151599526979;0,00484937693075985;0,173080039974126;0,0334387420564179;0,792853988767968;0,000617987481967343;9,24171952070893e-06;0,000575173373258902;0,000185041063690708;0,00531048694077884;5,36523667289803e-06;1,4289091722511e-07;0,0033638410401929;0,648958126390234;0,00141667038456364
"rcifrão";1,22398103355513;-1,82621226402885;-1,38375358199346;-0,131905145588712;0,21984338529882;0,468903707461342;-0,699616805929804;-0,530112123490205;-0,0505324920110286;0,0842213854638346;0,335303514051678;0,448254687273235;0,21262626043905;0,00149057826235208;0,00232495997368533;0,0043509085217695;0,00968574622459916;0,00556093850096828;5,05305530067529e-05;0,000140364531993162;0,00290422711588932;1,38011142213656;0,00553170327828051
"pessoa";0,076587547237936;0,847869959818833;-0,30054653380812;1,29699778594033;-0,25394248605524;0,0478507021934856;0,529735895837614;-0,187776775770843;0,810343940220867;-0,158659295312747;0,0051446056848045;0,378641200715399;0,0393069977986256;0,564750754687782;0,0121564411133889;1,83245471924378e-05;0,00224582248810956;0,000282189192435231;0,00525527441887681;0,000201459458981232;0,00312404247099103;0,697173111743418;0,00151844192937347
"coreia";-2,91659935946123;-1,3716204613491;0,376767157856516;-0,705323009058885;-0,244765123967391;-0,875921286877186;-0,411928897849692;0,113151767894409;-0,211824581170131;-0,0735085474364828;0,858373614858615;0,114005110189543;0,00710688915449086;0,0192150487369599;0,00129933706039028;0,0336576727763621;0,00744386420643299;0,000561664027524414;0,00196836953613685;0,000237044347754545;0,00395667639183086;2,05540359035271;0,0167157071261839
"stf";0,988913683388822;-0,0685862345479312;1,97217969319075;-0,426533033305394;-0,197389293703079;0,438197444563612;-0,0303912396157301;0,873892349042004;-0,18900101025592;-0,0874651504350731;0,32723245254789;0,000945250937072041;0,645718481339584;0,023301695194162;0,00280211998129243;0,00151780779914285;7,3008584501357e-06;0,00603660797557064;0,000282361415348862;6,0471006032159e-05;0,00155202962844544;1,12872648857472;0,00197732219762319
"mesmo";0,0763039588099394;0,61038317615626;-0,0474054957791766;0,372043441979819;-0,340615041106195;0,0957492861813767;0,765933436817573;-0,0594863287924081;0,466855121983394;-0,427417496512778;0,0188672284280065;0,725024490380511;0,00361311686015103;0,171689546353713;0,0808056179776191;1,94301410759264e-05;0,00124333145816871;7,4996189605054e-06;0,000461922502982931;0,000387176916191167;0,00333719675472603;0,362703320419012;0,000439020576183547
"acordo";0,32804008837429;-1,01878470003344;-0,43779611962176;0,00391294245197491;0,256096988655698;0,276967747243158;-0,860170794040591;-0,3696359356698;0,00330373906855876;0,216225420421159;0,128090916549402;0,741929982782024;0,113192842190777;6,97612082533212e-06;0,0167792823569732;0,000347647944370708;0,00335313202600338;0,00061919813718208;4,94644001488531e-08;0,000211882344066188;0,00323061961285853;0,598447790846598;0,00115701332753187
"defesa";0,421210769689578;-0,853619542130107;1,6482024684991;-0,191713998159766;-0,043710764195921;0,220130671119329;-0,446113575937666;0,861373786331791;-0,100192431235747;-0,0228438600102225;0,0897275633335902;0,221303987495771;0,68164572776478;0,00711503709732553;0,000207684308533185;0,000618080026369854;0,00253848425173157;0,00946382925181573;0,000128042287533676;6,65614193508989e-06;0,00348374032479384;0,918110690505123;0,00293653961692413
"ver";0,0339745742227704;0,347222264379884;-0,418763216029763;0,604561575054138;-0,972601543952834;0,0267879586819523;0,273774605994276;-0,330182555194713;0,476679130312458;-0,766867887808573;0,00229122727258124;0,143717235768586;0,172706162264333;0,277705055232401;0,403580319462099;3,64443722456594e-06;0,000380660276152289;0,000553680822383901;0,00115399389091257;0,00298670505977601;0,00315734782782463;0,463423926138061;0,000678077498503656
"norte";-2,79105856179448;-1,30770906920137;0,359152178417951;-0,660728019423564;-0,32644706990343;-0,875106389490726;-0,410018112023176;0,112608302253246;-0,207164163241835;-0,102353967277328;0,85878341542554;0,113214388018791;0,0070552664049517;0,0184218727993941;0,00252505735132223;0,0299923035551584;0,00658406631489643;0,000496625408241371;0,00168080516397227;0,000410296181216134;0,00385009924996336;1,96646236454258;0,014888234587026
"dar";0,148225174443883;0,559106581970914;-0,456344582245484;0,621564214359349;-0,87756941177682;0,11370721981896;0,428904572093879;-0,350073284927885;0,476817376123348;-0,673205333612751;0,0350731368874897;0,299677047192917;0,164940430633981;0,236072421565034;0,264236963720578;7,11253303006464e-05;0,00101197449223688;0,000674164925355872;0,00125069772904139;0,00249312073343957;0,00323728068422525;0,516765104594664;0,000864503418706903
"novo";-0,430241802629397;0,32225063522672;-0,0534710523799723;-0,0250840409088363;0,0738016500092303;-0,788289453553132;0,590427930520817;-0,0979697147137214;-0,0459590044019119;0,135219455667836;0,739543869737152;0,249149429838377;0,00566743896937695;0,000962224283355693;0,0046770371717389;0,000543760786604844;0,000305049445863308;8,39885608219888e-06;1,84832218781179e-06;1,5999809779395e-05;0,00293753247272291;0,326654878242318;0,000313444730296292
"pedir";0,421293638518903;-0,544254541702785;0,295689504767269;-0,211309954559066;-0,262432197249815;0,512912935231887;-0,662614312144511;0,359993500829086;-0,257263815845025;-0,319503681717038;0,41214435650965;0,413063936257102;0,100730741466156;0,0396882589424978;0,0343727068245949;0,000514284157891209;0,000858296748607085;0,000253340815080919;0,000129381820268663;0,000199557280529117;0,0028975660445226;0,428468340250051;0,000531950005925259
"processo";0,972134713547823;-0,0436749721787791;2,32198285462741;-0,121197951094266;0,0168461505173342;0,385672693830864;-0,0173270678831171;0,921194737820847;-0,0480825750113565;0,0066833332460572;0,260565381907342;0,00031583676883872;0,737551730784994;0,00155023289647781;1,68176423479564e-05;0,00296495356903599;5,98453302398563e-06;0,0169154287841779;4,60845710775618e-05;8,90361448356788e-07;0,00313736461372447;1,24344507929047;0,00485085407134474
"político";0,392435408259592;0,6377036671149;-0,335259231823818;0,573092663391223;1,07367269814925;0,267372821266646;0,434478196971996;-0,228417733929674;0,390457637188456;0,731511205103188;0,186116161113757;0,295133932588076;0,0673937872198548;0,151928759592353;0,299427359485959;0,000477016510064751;0,00125960642846065;0,000348143692120218;0,00101729459512192;0,00357059719288634;0,00309739818552416;0,593929172024313;0,00109261297538328
"operação";0,917495191130061;-1,27592410115476;-0,415989713503886;0,1704967212654;0,394902965913777;0,545602085727603;-0,758747138459358;-0,247374435880585;0,101388397052572;0,23483488954007;0,431702213360047;0,501371871331343;0,0440303889120974;0,00570625696610896;0,0171892694304057;0,00223169454622931;0,00431595433262205;0,000458767180987544;7,70653619025095e-05;0,000413435675965682;0,00265110640395401;0,911738246785292;0,00220377628791245
"ministério";0,661682335253625;-0,579150716986892;0,40534339422819;-0,0874831461988555;-0,0189963067540738;0,680465012267758;-0,595590631248014;0,416849571207636;-0,0899664642378711;-0,0195355405755214;0,60491595391987;0,278299710882362;0,112629670468401;0,0040475043477827;0,000107160381585503;0,00114321847656224;0,000875816958892403;0,000429018829248875;1,99838398451256e-05;9,42255110744237e-07;0,0026111399757537;0,555469907106053;0,000805658930089123
