de;41522;pre
a;20269;pre
o;18642;art_def
em;16232;pro_per
que;13504;pro_rel
e;10503;conj
ser;7973;ver_sup
para;5194;pre
por;5043;pre
não;4383;adv
ir;4230;ver_sup
com;4094;pre
um;3898;art_def
ter;3563;ver_sup
uma;3378;art_def
se;2544;pro_per
dizer;2338;ver
estar;2277;ver
ao;2218;adv
ele;2079;art_def
como;1795;adv
presidente;1638;nom
fazer;1614;ver_sup
mais;1527;adv
poder;1469;ver_sup
mas;1382;conj
lula;1376;nom
haver;1336;ver_sup
também;1120;adv
afirmar;1108;ver
_;1084;nr
sobre;1050;pre
ano;1050;nom
seu;1042;pro_pos
governo;1020;nom
segundo;1012;adj_num
michel_temer;1000;nr
sua;995;pro_pos
país;948;nom
ou;948;conj
outro;923;pro_ind
eu;922;pro_per
todo;864;pro_ind
público;816;nom
federal;794;adj
estado;794;nom_sup
isso;780;pro_ind
já;761;adv
ainda;754;adv
ministro;752;nom
ex_presidente;725;nr
entre;712;pre
brasil;692;nom
contra;683;pre
lava_jato;674;nr
dia;669;nom
muito;657;adv
caso;652;nom
pessoa;643;nom
dois;635;adj_num
stf;625;nr
essa;625;pro_dem
rcifrão;616;nr
mesmo;594;adj
processo;593;nom
coreia;593;nr
ver;589;ver
defesa;589;nom
esse;581;pro_dem
novo;579;adj
acordo;572;nom
até;563;adv
dar;557;ver
pedir;546;ver
ministério;545;nom
operação;538;nom
quando;536;adv
milhão;535;adj_num
empresa;534;nom
político;529;adj
primeiro;528;adj_num
decisão;527;nom
odebrecht;510;nom
dever;510;ver
norte;507;nom
justiça;502;nom
deputado;483;nom
delação;483;nom
sem;481;pre
porque;479;adv
ela;472;pro_per
após;468;pre
ação;467;nom
qualquer;464;pro_ind
trump;459;nr
querer;459;ver
dinheiro;456;nom
juiz;452;nom
joesley;439;nr
receber;437;ver
república;432;nom
paulo;419;nom
qual;417;pro_ind
corrupção;413;nom
senador;409;nom
dilma;409;nr
partido;405;nom
investigação;405;nom
ficar;402;ver
falar;401;ver
depois;400;adv
brasileiro;399;adj
parte;398;nom_sup
eua;393;nr
saber;392;ver
relação;391;nom
lei;389;nom
política;386;nom
vez;383;nom
câmara;383;nom
você;380;pro_per
só;380;adj
grupo;376;nom
pt;374;nr
sérgio_moro;372;nr
crime;367;nom
aécio;366;nom
propina;365;nom
unido;359;adj
momento;358;nom
então;358;adv
contar;352;ver
americano;352;adj
segurança;350;nom
advogado;349;nom
quem;347;pro_ind
polícia;346;nom
porcento;344;nr
depoimento;344;nom
meio;342;nom
fato;342;nom
prisão;341;nom
militar;338;adj
reforma;337;nom
passar;335;ver
empresário;335;adj
durante;335;pre
deixar;331;ver
chegar;325;ver
pedido;318;adj
grande;318;adj
além;317;adv
nuclear;314;adj
nós;312;pro_per
agora;312;adv
direito;311;nom
míssil;310;nom
nacional;309;adj
2;309;num
hoje;308;adv
desde;305;pre
maior;304;adj
último;302;adj
nota;302;nom
jbs;302;nr
vir;296;ver
forma;296;nom
recurso;292;nom
rio;289;nom
denúncia;289;nom
campanha;288;nom
antes;288;adv
pagar;281;ver
casa;280;nom
nome;279;nom_sup
defender;278;ver
precisar;276;ver
valor;270;nom
mês;269;nom
nenhum;267;pro_ind
levar;265;ver
apresentar;264;ver
semana;263;nom
prova;263;nom
mil;262;adj_num
apenas;262;adv
pagamento;261;nom
econômico;256;adj
próprio;255;adj
medida;255;nom
três;254;adj_num
onde;254;pro_int
conversa;254;nom
bem;252;nom
sul;251;nom
sírio;250;adj
projeto;250;nom
mundo;250;nom
passado;248;adj
informar;248;ver
autoridade;248;nom
ataque;248;nom
crise;247;nom
eleição;245;nom
tempo;239;nom
nem;238;conj
gente;238;nom
assim;236;adv
conseguir;235;ver
relator;234;adj
informação;233;nom
eleitoral;233;adj
cunha;233;nom
coisa;233;nom
voto;231;nom
base;231;nom
fim;230;nom_sup
acontecer;230;ver
1;230;num
preso;229;adj
algum;229;pro_ind
apartamento;228;nom
manter;226;ver
líder;226;nom
força;226;nom
marcelo;225;nom
continuar;225;ver
social;223;adj
condenar;223;ver
situação;222;nom
julgamento;222;nom
batista;222;adj
realizar;221;ver
me;219;pro_per
começar;219;ver
candidato;219;nom
cargo;218;nom
tentar;217;ver_sup
pouco;217;adj
5;217;num
tribunal;215;nom
achar;215;ver
final;214;nom
pmdb;213;nr
executivo;213;nom
menos;212;adv
china;210;nom
aqui;210;adv
senado;209;nom
eduardo;209;nom
tomar;207;ver
ocorrer;207;ver
rodrigo;206;nom
dono;205;nom
considerar;205;ver
congresso;204;nom
3;204;num
tudo;203;adv
questão;200;nom
possível;200;adj
aprovar;200;ver
proposta;199;nom
bom;199;adj
trabalho;198;nom_sup
responder;198;ver
presidência;198;nom
sempre;196;adv
colocar;196;ver
cada;196;pro_ind
sistema;195;nom
pf;194;nr
documento;194;nom
2014;194;num
parlamentar;193;nom
divulgar;193;ver
nunca;192;adv
problema;191;nom
arma;191;nom
reunião;190;nom
delator;190;nom
