de;47184;pre
a;23004;pre
o;21637;art_def
em;18191;pro_per
que;15510;pro_rel
ser;9178;ver_sup
para;6027;pre
por;5651;pre
não;5063;adv
ir;4962;ver_sup
com;4716;pre
um;4683;art_def
ter;4046;ver_sup
uma;3945;art_def
se;3020;pro_per
ao;2501;adv
ele;2386;pro_per
como;1968;adv
fazer;1874;ver_sup
mais;1797;adv
poder;1789;ver_sup
haver;1465;ver_sup
também;1290;adv
seu;1231;pro_pos
sobre;1157;pre
sua;1149;pro_pos
_;1085;nr
segundo;1075;adj_num
outro;1036;pro_ind
eu;1028;pro_per
todo;1020;pro_ind
já;901;adv
estado;875;nom_sup
isso;862;pro_ind
ainda;853;adv
contra;783;pre
entre;781;pre
muito;724;adv
essa;691;pro_dem
dois;688;adj_num
esse;676;pro_dem
até;663;adv
milhão;631;adj_num
quando;587;adv
primeiro;566;adj_num
após;539;pre
porque;533;adv
ela;523;pro_per
sem;517;pre
qualquer;506;pro_ind
parte;464;nom_sup
você;449;pro_per
qual;443;pro_ind
depois;442;adv
durante;441;pre
quem;405;pro_ind
hoje;398;adv
então;379;adv
além;357;adv
agora;357;adv
2;347;num
desde;334;pre
nós;329;pro_per
mil;326;adj_num
nome;322;nom_sup
antes;313;adv
apenas;305;adv
nenhum;291;pro_ind
algum;285;pro_ind
1;281;num
tentar;272;ver_sup
tudo;271;adv
três;267;adj_num
assim;265;adv
me;261;pro_per
fim;261;nom_sup
5;249;num
aqui;247;adv
3;243;num
menos;242;adv
cada;222;pro_ind
sempre;218;adv
4;217;num
trabalho;216;nom_sup
pro;212;pre
nunca;212;adv
nada;212;adv
alguma;210;pro_ind
2014;208;num
2016;205;num
nosso;198;pro_pos
10;194;num
vário;188;pro_ind
abaixo;188;adv
bilhão;182;adj_num
aí;181;adv
meu;180;pro_pos
2017;178;num
dentro;177;adv
minha;175;pro_pos
6;172;num
aquele;169;pre
nossa;165;pro_pos
quanto;160;pro_ind
ninguém;158;pro_ind
sob;156;pre
lá;156;adv
12;155;num
tal;147;pro_ind
tanto;145;pro_ind
20;142;num
esta;135;pro_dem
