%%MatrixMarket matrix coordinate integer general
12374 2734 176223
4 1 1
11 1 1
34 1 1
60 1 1
73 1 1
89 1 1
93 1 1
96 1 1
105 1 1
118 1 1
124 1 1
126 1 1
139 1 1
143 1 1
145 1 1
150 1 1
176 1 1
179 1 1
194 1 1
196 1 1
197 1 1
198 1 1
203 1 1
205 1 1
207 1 1
217 1 1
224 1 1
229 1 1
232 1 1
234 1 1
238 1 1
239 1 1
246 1 1
250 1 1
270 1 1
277 1 1
288 1 1
290 1 1
295 1 1
335 1 1
343 1 1
350 1 1
351 1 1
396 1 1
406 1 1
407 1 1
408 1 1
414 1 1
418 1 1
420 1 1
423 1 1
425 1 1
426 1 1
427 1 1
428 1 1
429 1 1
430 1 1
432 1 1
435 1 1
437 1 1
441 1 1
442 1 1
443 1 1
444 1 1
445 1 1
449 1 1
451 1 1
455 1 1
468 1 1
469 1 1
477 1 1
487 1 1
492 1 1
513 1 1
515 1 1
518 1 1
522 1 1
527 1 1
529 1 1
530 1 1
539 1 1
543 1 1
544 1 1
548 1 1
549 1 1
550 1 1
551 1 1
555 1 1
556 1 1
559 1 1
561 1 1
562 1 1
573 1 1
574 1 1
581 1 1
588 1 1
594 1 1
601 1 1
602 1 1
623 1 1
631 1 1
633 1 1
645 1 1
654 1 1
656 1 1
675 1 1
685 1 1
687 1 1
688 1 1
727 1 1
744 1 1
754 1 1
770 1 1
774 1 1
780 1 1
787 1 1
789 1 1
804 1 1
821 1 1
832 1 1
843 1 1
858 1 1
868 1 1
870 1 1
880 1 1
891 1 1
898 1 1
900 1 1
903 1 1
904 1 1
908 1 1
912 1 1
918 1 1
919 1 1
923 1 1
958 1 1
1007 1 1
1010 1 1
1011 1 1
1012 1 1
1021 1 1
1023 1 1
1025 1 1
1026 1 1
1027 1 1
1031 1 1
1032 1 1
1035 1 1
1037 1 1
1038 1 1
1044 1 1
1052 1 1
1055 1 1
1058 1 1
1059 1 1
1061 1 1
1100 1 1
1102 1 1
1111 1 1
1112 1 1
1114 1 1
1119 1 1
1126 1 1
1127 1 1
1168 1 1
1198 1 1
1203 1 1
1211 1 1
1214 1 1
1220 1 1
1238 1 1
1247 1 1
1252 1 1
1253 1 1
1254 1 1
1256 1 1
1258 1 1
1286 1 1
1311 1 1
1331 1 1
1332 1 1
1338 1 1
1343 1 1
1344 1 1
1347 1 1
1357 1 1
1368 1 1
1370 1 1
1378 1 1
1380 1 1
1382 1 1
1385 1 1
1389 1 1
1390 1 1
1392 1 1
1399 1 1
1421 1 1
1422 1 1
1431 1 1
1436 1 1
1443 1 1
1449 1 1
1457 1 1
1460 1 1
1462 1 1
1466 1 1
1468 1 1
1472 1 1
1473 1 1
1474 1 1
1476 1 1
1482 1 1
1486 1 1
1504 1 1
1520 1 1
1522 1 1
1523 1 1
1529 1 1
1553 1 1
1569 1 1
1581 1 1
1583 1 1
1585 1 1
1586 1 1
1603 1 1
1616 1 1
1619 1 1
1622 1 1
1627 1 1
1628 1 1
1630 1 1
1633 1 1
1635 1 1
1636 1 1
1640 1 1
1647 1 1
1648 1 1
1649 1 1
1651 1 1
1653 1 1
1658 1 1
1659 1 1
1660 1 1
1662 1 1
1664 1 1
1682 1 1
1684 1 1
1689 1 1
1691 1 1
1696 1 1
1698 1 1
1747 1 1
1771 1 1
1774 1 1
1785 1 1
